treatment_id,management_id,Created at,Updated at
53,819,"",""
53,820,"",""
53,821,"",""
53,822,"",""
53,823,"",""
53,824,"",""
54,46,"",""
54,47,"",""
54,48,"",""
54,49,"",""
54,50,"",""
54,51,"",""
54,52,"",""
54,53,"",""
54,54,"",""
54,55,"",""
54,56,"",""
54,57,"",""
54,58,"",""
54,59,"",""
54,60,"",""
54,61,"",""
54,62,"",""
54,63,"",""
54,64,"",""
54,65,"",""
54,66,"",""
54,67,"",""
54,68,"",""
54,69,"",""
55,111,"",""
55,112,"",""
55,113,"",""
55,114,"",""
55,115,"",""
55,116,"",""
55,117,"",""
56,39,"",""
56,40,"",""
56,41,"",""
56,44,"",""
56,45,"",""
57,866,"",""
58,1049,"",""
58,1050,"",""
58,1055,"",""
58,1056,"",""
58,1057,"",""
58,1058,"",""
58,1059,"",""
58,1060,"",""
58,1061,"",""
58,1062,"",""
58,1063,"",""
58,1064,"",""
58,1065,"",""
58,1066,"",""
58,1067,"",""
58,1068,"",""
59,1051,"",""
59,1052,"",""
59,1055,"",""
59,1056,"",""
59,1057,"",""
59,1058,"",""
59,1059,"",""
59,1060,"",""
59,1061,"",""
59,1062,"",""
59,1063,"",""
59,1064,"",""
59,1065,"",""
59,1066,"",""
59,1067,"",""
59,1068,"",""
60,1053,"",""
60,1054,"",""
60,1055,"",""
60,1056,"",""
60,1057,"",""
60,1058,"",""
60,1059,"",""
60,1060,"",""
60,1061,"",""
60,1062,"",""
60,1063,"",""
60,1064,"",""
60,1065,"",""
60,1066,"",""
60,1067,"",""
60,1068,"",""
61,544,"",""
61,550,"",""
61,551,"",""
61,552,"",""
61,560,"",""
61,561,"",""
61,562,"",""
62,1417,"",""
62,1418,"",""
62,1419,"",""
62,1420,"",""
62,1421,"",""
62,1422,"",""
62,1423,"",""
62,1424,"",""
62,1425,"",""
62,1426,"",""
62,1427,"",""
62,1428,"",""
62,1429,"",""
62,1430,"",""
62,1431,"",""
62,1432,"",""
62,1433,"",""
71,1416,"",""
71,1417,"",""
71,1418,"",""
71,1419,"",""
71,1420,"",""
71,1421,"",""
71,1422,"",""
71,1423,"",""
71,1424,"",""
71,1425,"",""
71,1426,"",""
71,1427,"",""
71,1428,"",""
71,1429,"",""
71,1430,"",""
71,1431,"",""
71,1432,"",""
71,1433,"",""
72,1416,"",""
72,1417,"",""
72,1418,"",""
72,1419,"",""
72,1420,"",""
72,1421,"",""
72,1422,"",""
72,1423,"",""
72,1424,"",""
72,1425,"",""
72,1426,"",""
72,1427,"",""
72,1428,"",""
72,1429,"",""
72,1430,"",""
72,1431,"",""
72,1432,"",""
72,1433,"",""
73,1416,"",""
73,1417,"",""
73,1418,"",""
73,1419,"",""
73,1420,"",""
73,1421,"",""
73,1422,"",""
73,1423,"",""
73,1424,"",""
73,1425,"",""
73,1426,"",""
73,1427,"",""
73,1428,"",""
73,1429,"",""
73,1430,"",""
73,1431,"",""
73,1432,"",""
73,1433,"",""
74,1416,"",""
74,1417,"",""
74,1418,"",""
74,1419,"",""
74,1420,"",""
74,1421,"",""
74,1422,"",""
74,1423,"",""
74,1424,"",""
74,1425,"",""
74,1426,"",""
74,1427,"",""
74,1428,"",""
74,1429,"",""
74,1430,"",""
74,1431,"",""
74,1432,"",""
74,1433,"",""
75,1416,"",""
75,1417,"",""
75,1418,"",""
75,1419,"",""
75,1420,"",""
75,1421,"",""
75,1422,"",""
75,1423,"",""
75,1424,"",""
75,1425,"",""
75,1426,"",""
75,1427,"",""
75,1428,"",""
75,1429,"",""
75,1430,"",""
75,1431,"",""
75,1432,"",""
75,1433,"",""
76,1416,"",""
76,1417,"",""
76,1418,"",""
76,1419,"",""
76,1420,"",""
76,1421,"",""
76,1422,"",""
76,1423,"",""
76,1424,"",""
76,1425,"",""
76,1426,"",""
76,1427,"",""
76,1428,"",""
76,1429,"",""
76,1430,"",""
76,1431,"",""
76,1432,"",""
76,1433,"",""
63,1416,"",""
63,1417,"",""
63,1418,"",""
63,1419,"",""
63,1420,"",""
63,1421,"",""
63,1422,"",""
63,1423,"",""
63,1424,"",""
63,1425,"",""
63,1426,"",""
63,1427,"",""
63,1428,"",""
63,1429,"",""
63,1430,"",""
63,1431,"",""
63,1432,"",""
63,1433,"",""
64,1416,"",""
64,1417,"",""
64,1418,"",""
64,1419,"",""
64,1420,"",""
64,1421,"",""
64,1422,"",""
64,1423,"",""
64,1424,"",""
64,1425,"",""
64,1426,"",""
64,1427,"",""
64,1428,"",""
64,1429,"",""
64,1430,"",""
64,1431,"",""
64,1432,"",""
64,1433,"",""
65,1416,"",""
65,1417,"",""
65,1418,"",""
65,1419,"",""
65,1420,"",""
65,1421,"",""
65,1422,"",""
65,1423,"",""
65,1424,"",""
65,1425,"",""
65,1426,"",""
65,1427,"",""
65,1428,"",""
65,1429,"",""
65,1430,"",""
65,1431,"",""
65,1432,"",""
65,1433,"",""
66,1416,"",""
66,1417,"",""
66,1418,"",""
66,1419,"",""
66,1420,"",""
66,1421,"",""
66,1422,"",""
66,1423,"",""
66,1424,"",""
66,1425,"",""
66,1426,"",""
66,1427,"",""
66,1428,"",""
66,1429,"",""
66,1430,"",""
66,1431,"",""
66,1432,"",""
66,1433,"",""
67,1416,"",""
67,1417,"",""
67,1418,"",""
67,1419,"",""
67,1420,"",""
67,1421,"",""
67,1422,"",""
67,1423,"",""
67,1424,"",""
67,1425,"",""
67,1426,"",""
67,1427,"",""
67,1428,"",""
67,1429,"",""
67,1430,"",""
67,1431,"",""
67,1432,"",""
67,1433,"",""
68,1416,"",""
68,1417,"",""
68,1418,"",""
68,1419,"",""
68,1420,"",""
68,1421,"",""
68,1422,"",""
68,1423,"",""
68,1424,"",""
68,1425,"",""
68,1426,"",""
68,1427,"",""
68,1428,"",""
68,1429,"",""
68,1430,"",""
68,1431,"",""
68,1432,"",""
68,1433,"",""
69,1416,"",""
69,1417,"",""
69,1418,"",""
69,1419,"",""
69,1420,"",""
69,1421,"",""
69,1422,"",""
69,1423,"",""
69,1424,"",""
69,1425,"",""
69,1426,"",""
69,1427,"",""
69,1428,"",""
69,1429,"",""
69,1430,"",""
69,1431,"",""
69,1432,"",""
69,1433,"",""
70,1416,"",""
70,1417,"",""
70,1418,"",""
70,1419,"",""
70,1420,"",""
70,1421,"",""
70,1422,"",""
70,1423,"",""
70,1424,"",""
70,1425,"",""
70,1426,"",""
70,1427,"",""
70,1428,"",""
70,1429,"",""
70,1430,"",""
70,1431,"",""
70,1432,"",""
70,1433,"",""
77,542,"",""
77,550,"",""
